Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
S2160,18,66.3,45.1,54.8,6.0,0
S2161,15,59.8,57.7,74.6,4.3,1
S2162,16,55.0,62.9,85.5,4.7,1
S2163,16,73.3,23.4,74.3,6.5,1
S2164,15,73.2,72.7,60.5,1.2,1
S2165,16,45.8,51.1,53.7,7.6,0
S2166,15,57.3,39.4,66.7,5.1,0
S2167,16,64.2,71.2,75.5,4.2,1
S2168,17,55.9,57.7,60.4,4.8,1
S2169,17,68.8,75.0,61.5,4.9,1
S2170,18,64.2,64.1,98.9,1.5,1
S2171,17,87.5,58.0,77.9,8.0,1
S2172,17,37.0,55.9,78.8,5.1,1
S2173,17,58.2,64.8,47.5,5.9,1
S2174,15,46.4,52.2,56.5,6.9,1
S2175,17,69.1,46.1,65.9,3.0,1
S2176,17,35.7,66.5,53.0,5.9,1
S2177,18,65.2,56.0,84.2,4.5,1
S2178,17,50.5,58.5,81.9,6.7,1
S2179,17,49.0,73.3,58.6,0.7,0
S2180,16,38.3,56.4,86.4,4.8,1
S2181,18,53.0,58.2,64.9,3.8,0
S2182,18,76.3,49.6,96.1,5.9,1
S2183,18,59.6,64.0,66.7,5.9,1
S2184,18,69.4,62.9,71.9,3.6,1
S2185,18,85.0,70.6,81.8,3.6,1
S2186,18,64.0,49.9,80.3,4.8,1
S2187,15,51.6,51.6,71.1,3.2,1
S2188,17,67.0,69.1,63.3,6.7,1
S2189,18,51.8,61.5,71.2,4.3,1
S2190,17,52.4,45.3,55.2,0.0,0
S2191,17,37.2,76.3,66.8,4.3,0
S2192,15,73.9,34.2,51.7,2.9,1
S2193,18,54.2,69.0,43.6,1.7,1
S2194,16,62.7,40.3,65.6,2.5,0
S2195,15,44.5,84.4,80.1,5.2,1
S2196,16,66.5,36.4,76.1,7.7,1
S2197,17,48.6,74.1,64.0,5.6,1
S2198,17,57.9,56.9,86.0,3.8,0
S2199,15,73.2,52.9,58.2,5.9,1
S2200,15,71.9,60.6,42.0,4.1,1
S2201,16,59.7,66.8,38.8,3.6,1
S2202,18,33.5,45.3,50.8,2.7,0
S2203,16,100.0,46.6,74.8,1.5,1
S2204,15,86.2,67.1,57.4,4.2,1
S2205,16,70.8,34.1,70.5,5.3,0
S2206,15,48.7,49.8,84.8,4.8,1
S2207,16,58.3,100.0,51.8,4.2,1
S2208,15,51.8,44.4,70.7,3.1,0
S2209,15,79.0,74.1,71.5,6.2,1
S2210,15,63.9,49.8,54.7,2.4,1
S2211,18,48.2,65.1,81.3,6.6,1
S2212,16,52.9,67.2,61.5,3.0,0
S2213,16,76.8,73.8,60.4,3.5,1
S2214,16,84.0,55.2,90.3,2.1,1
S2215,15,82.9,85.8,71.3,4.0,1
S2216,16,71.4,49.7,76.1,7.0,0
S2217,16,56.2,61.3,81.3,6.0,1
S2218,15,11.4,61.4,57.2,7.0,0
S2219,17,64.5,42.3,80.0,6.0,0
S2220,15,60.0,54.0,59.0,2.8,1
S2221,16,62.1,60.3,58.5,4.3,1
S2222,15,60.8,52.0,61.7,3.4,1
S2223,17,40.1,92.2,57.5,7.7,1
S2224,15,68.4,46.3,74.9,2.6,1
S2225,16,69.5,74.5,68.2,6.8,1
S2226,17,70.2,70.0,59.1,6.8,1
S2227,18,74.2,57.8,73.1,8.7,1
S2228,16,69.1,45.9,61.7,4.2,0
S2229,17,53.8,47.2,61.1,6.4,1
S2230,17,58.9,50.7,65.6,9.6,1
S2231,18,61.4,33.0,70.6,3.8,0
S2232,15,61.6,44.0,69.7,1.9,0
S2233,15,75.0,37.2,60.6,1.2,1
S2234,16,69.7,76.8,75.2,6.4,1
S2235,18,91.2,66.7,62.3,1.2,0
S2236,15,93.1,69.0,57.1,4.3,1
S2237,18,61.2,66.2,47.4,5.9,0
S2238,15,2.5,60.3,76.8,5.4,1
S2239,17,78.6,78.4,65.1,5.9,1
S2240,15,51.9,49.4,67.5,5.4,1
S2241,18,48.0,59.5,77.5,7.6,1
S2242,17,54.0,68.5,59.3,3.1,0
S2243,17,53.3,39.5,48.5,3.6,0
S2244,17,69.2,100.0,65.8,3.5,0
S2245,18,36.6,58.4,68.7,6.7,0
S2246,16,43.8,60.0,61.8,6.8,0
S2247,16,65.1,75.6,82.7,5.9,1
S2248,16,69.3,70.8,35.2,7.4,0
S2249,18,69.6,58.5,78.4,2.6,1
S2250,17,48.2,59.8,74.5,8.3,1
S2251,16,45.3,36.9,70.5,8.0,0
S2252,18,52.4,50.2,25.0,6.5,0
S2253,16,63.6,65.2,80.4,8.6,1
S2254,15,82.3,64.2,52.7,1.7,1
S2255,16,29.3,75.1,58.9,4.0,1
S2256,16,56.7,56.3,63.0,3.5,1
S2257,17,40.0,38.6,69.9,6.4,0
S2258,18,35.2,72.8,72.7,2.9,1
S2259,17,74.5,78.1,75.7,6.5,0
S2260,17,68.2,70.6,74.8,7.7,1
S2261,17,66.7,55.7,68.0,6.4,1
S2262,17,73.8,72.6,70.0,5.6,1
S2263,17,52.8,100.0,51.9,3.0,1
S2264,16,53.5,59.6,56.0,3.3,1
S2265,17,92.8,39.6,75.7,7.5,1
S2266,17,56.3,49.8,75.0,6.6,1
S2267,18,71.0,66.8,73.7,4.9,1
S2268,15,60.1,35.5,58.8,4.2,1
S2269,16,32.3,60.4,75.9,0.9,0
S2270,16,29.3,63.3,51.1,2.9,1
S2271,16,51.3,79.5,77.9,8.8,1
S2272,17,75.8,76.3,61.9,2.4,0
S2273,17,71.8,70.1,85.2,5.4,1
S2274,17,73.7,27.7,46.7,7.0,0
S2275,18,45.2,70.9,86.2,2.5,1
S2276,15,84.2,67.9,60.7,5.4,1
S2277,17,45.5,61.6,60.4,6.9,1
S2278,15,63.2,33.8,67.3,5.0,1
S2279,18,59.8,47.1,56.6,10.7,0
S2280,16,57.4,41.7,64.1,1.7,1
S2281,17,80.1,29.8,56.1,7.1,0
S2282,15,49.4,58.0,56.6,4.7,1
S2283,15,39.8,46.8,70.8,6.5,1
S2284,17,60.3,94.8,54.2,5.9,1
S2285,16,54.0,55.6,55.8,3.5,0
S2286,16,100.0,76.1,48.5,5.5,1
S2287,16,70.1,36.0,59.0,1.3,1
S2288,18,53.9,50.6,80.7,6.2,1
S2289,15,44.2,59.4,54.8,5.6,1
S2290,15,31.8,45.3,56.2,6.3,0
S2291,15,44.6,52.1,67.3,7.1,1
S2292,18,61.7,54.9,60.6,5.7,1
S2293,15,81.4,54.7,91.7,5.3,1
S2294,18,76.8,84.0,63.0,3.2,1
S2295,16,63.4,63.3,69.0,3.6,1
S2296,17,55.2,64.7,76.3,7.4,1
S2297,15,64.0,65.6,76.1,7.9,1
S2298,15,52.2,66.6,67.8,4.5,1
S2299,16,85.8,56.8,63.1,5.1,1
S2300,17,57.2,53.5,89.3,3.2,1
S2301,18,58.7,60.3,63.8,7.3,1
S2302,17,26.8,74.2,59.7,6.3,0
S2303,16,57.1,73.8,57.2,8.9,1
S2304,16,72.5,54.6,44.3,3.2,1
S2305,17,44.0,68.7,74.9,4.2,0
S2306,18,48.7,55.3,36.8,5.5,1
S2307,18,71.9,58.5,64.9,6.3,1
S2308,15,37.9,51.4,62.5,4.6,0
S2309,18,75.9,55.5,91.9,3.3,1
S2310,17,52.0,76.8,43.0,6.8,1
S2311,16,54.2,59.3,54.2,6.4,0
S2312,15,43.1,59.9,63.4,3.2,0
S2313,15,65.7,37.7,62.6,7.7,0
S2314,16,96.9,53.7,58.4,7.3,1
S2315,18,71.7,54.6,64.0,5.3,1
S2316,16,47.0,46.4,49.9,5.2,1
S2317,18,77.0,58.3,69.3,6.1,1
S2318,16,55.2,52.0,37.1,3.3,1
S2319,17,80.6,59.1,64.7,5.1,1
S2320,18,72.1,59.7,57.8,0.7,1
S2321,17,15.9,44.6,77.2,6.8,1
S2322,15,44.9,52.4,86.1,1.9,1
S2323,16,74.2,59.1,61.0,8.0,0
S2324,15,62.3,74.6,81.7,4.3,1
S2325,15,44.6,61.6,61.2,4.6,0
S2326,15,50.5,48.7,53.4,3.7,1
S2327,15,31.4,63.6,86.0,4.4,1
S2328,16,58.7,81.9,71.2,7.8,1
S2329,15,93.2,70.8,65.1,0.0,1
S2330,16,72.1,65.7,73.2,7.6,1
S2331,16,92.9,68.2,68.3,5.7,1
S2332,17,73.2,78.2,64.2,2.6,1
S2333,18,75.4,73.1,49.1,2.8,1
S2334,18,89.6,65.9,61.8,8.4,1
S2335,16,65.7,73.0,72.5,3.1,1
S2336,17,57.2,42.9,63.5,2.7,1
S2337,16,75.5,37.0,75.8,7.3,1
S2338,16,81.8,60.2,69.6,5.7,1
S2339,16,52.8,59.0,54.5,3.1,0
S2340,17,49.2,50.4,49.2,5.4,1
S2341,18,62.1,69.6,63.1,2.9,1
S2342,17,72.5,31.9,58.7,7.2,1
S2343,15,72.0,50.5,69.0,7.1,1
S2344,17,38.6,51.2,56.4,6.1,0
S2345,17,88.7,35.1,57.6,5.7,0
S2346,17,50.4,78.9,77.6,8.5,1
S2347,17,56.0,39.0,66.8,5.0,1
S2348,18,46.5,49.8,56.6,2.6,1
S2349,15,100.0,70.7,65.2,5.9,1
S2350,18,63.6,67.0,81.5,9.2,1
S2351,18,47.2,42.5,68.5,3.0,1
S2352,17,73.0,67.6,72.1,4.3,1
S2353,16,71.5,62.1,56.0,5.8,1
S2354,16,57.2,90.7,77.3,4.9,1
S2355,18,72.6,63.7,92.8,3.0,1
S2356,18,47.6,56.0,55.5,7.2,1
S2357,17,52.6,46.0,50.8,9.6,0
S2358,18,29.8,47.6,67.1,5.4,0
S2359,17,40.1,46.4,75.5,3.2,1
S2360,16,87.1,77.2,63.9,1.9,1
S2361,16,84.6,58.3,52.4,5.5,1
S2362,15,61.0,65.9,63.7,7.2,1
S2363,16,84.9,79.2,72.2,6.0,1
S2364,18,57.6,25.0,60.1,5.0,1
S2365,16,56.3,75.9,72.3,3.8,1
S2366,17,60.8,58.8,79.0,2.8,0
S2367,16,58.1,64.1,67.9,6.7,0
S2368,15,56.8,46.4,64.7,6.8,1
S2369,16,77.2,47.4,75.0,1.9,1
S2370,17,62.3,64.8,54.7,8.2,1
S2371,17,70.7,91.4,53.5,6.1,1
S2372,18,75.5,72.0,61.8,7.8,0
S2373,16,65.8,75.7,59.1,2.3,1
S2374,17,45.4,55.3,55.4,2.3,1
S2375,15,39.7,49.6,87.0,4.7,1
S2376,18,62.2,47.1,91.1,6.0,1
S2377,15,57.4,51.2,60.8,8.6,1
S2378,16,61.3,29.3,66.1,6.4,0
S2379,16,59.8,47.9,62.7,4.5,1
S2380,16,98.8,50.2,78.3,2.9,1
S2381,18,40.0,55.5,80.7,7.5,0
S2382,17,30.2,59.8,43.7,3.1,0
S2383,18,65.0,63.1,70.7,8.3,1
S2384,15,54.4,57.8,49.3,4.4,1
S2385,18,64.7,49.9,86.1,8.2,1
S2386,15,68.8,30.5,70.3,6.4,1
S2387,18,79.3,49.9,55.1,4.7,0
S2388,17,37.4,44.4,62.1,4.0,1
S2389,15,51.6,64.5,61.5,4.3,1
S2390,16,66.4,70.7,71.3,5.9,1
S2391,16,71.6,71.1,77.5,5.2,1
S2392,18,92.9,68.6,51.2,3.8,1
S2393,16,74.3,56.1,87.1,4.7,1
S2394,15,59.1,50.7,84.3,5.2,0
S2395,16,46.6,47.5,54.5,0.7,1
S2396,17,51.5,36.9,65.9,5.9,1
S2397,17,51.1,71.9,85.5,3.0,1
S2398,18,69.8,55.6,79.8,2.7,1
S2399,15,63.9,40.6,61.0,1.6,1
S2400,17,40.1,46.4,74.8,1.4,1
S2401,17,53.5,45.9,100.0,2.3,1
S2402,15,73.2,58.6,66.3,3.6,1
S2403,16,65.3,72.9,57.4,8.9,1
S2404,16,68.5,53.1,67.1,3.9,0
S2405,18,65.7,26.5,68.0,5.4,0
S2406,16,84.4,55.4,58.7,5.8,1
S2407,15,63.5,55.8,70.3,5.3,1
S2408,17,54.2,54.9,49.9,4.8,1
S2409,16,46.3,49.2,57.0,2.6,1
S2410,18,63.7,61.0,74.1,7.9,1
S2411,16,23.4,58.9,43.9,8.6,1
S2412,15,57.2,57.7,75.8,1.6,1
S2413,18,56.9,63.8,40.9,3.0,1
S2414,16,39.5,52.0,44.2,4.4,1
S2415,18,46.1,51.2,59.0,3.1,1
S2416,15,72.1,77.3,68.4,6.0,1
S2417,17,63.5,65.8,80.9,3.5,1
S2418,15,61.5,69.6,65.7,9.3,1
S2419,15,64.6,75.2,62.0,7.4,1
S2420,15,61.4,65.4,72.0,5.4,0
S2421,15,78.6,71.0,54.5,7.1,1
S2422,17,61.9,35.9,66.7,7.2,1
S2423,17,38.1,60.9,50.6,3.9,0
S2424,18,84.5,55.4,66.0,3.4,1
S2425,16,65.6,81.5,63.4,5.2,1
S2426,17,51.2,71.0,55.3,6.7,1
S2427,17,41.2,49.2,67.0,5.3,1
S2428,16,65.9,63.2,66.9,1.8,1
S2429,17,58.2,60.3,79.1,3.4,1
S2430,15,83.6,64.4,45.7,4.9,1
S2431,15,54.8,43.7,64.1,4.8,1
S2432,16,47.4,63.0,55.9,8.9,0
S2433,18,73.4,54.8,75.4,2.2,1
S2434,18,73.9,62.0,74.0,6.0,1
S2435,16,62.5,47.9,71.1,8.0,0
S2436,16,70.1,49.8,56.6,9.5,1
S2437,15,59.4,74.4,75.6,4.2,1
S2438,18,63.5,43.3,46.6,6.0,1
S2439,17,77.5,44.3,44.2,6.1,1
S2440,15,69.4,57.3,49.7,5.4,0
S2441,16,57.5,47.2,64.6,4.8,1
S2442,18,80.3,45.6,73.1,5.9,1
S2443,17,24.5,59.5,29.3,0.0,0
S2444,17,90.8,36.9,80.9,6.4,1
S2445,15,34.4,43.9,66.6,5.3,1
S2446,18,50.6,86.8,46.2,4.6,1
S2447,18,59.4,64.4,66.2,9.1,1
S2448,16,57.8,47.5,78.1,3.7,1
S2449,18,75.1,63.9,72.2,4.2,1
S2450,18,44.1,65.9,78.2,9.0,0
S2451,15,63.9,71.9,48.6,3.3,1
S2452,18,51.3,56.2,60.0,3.9,1
S2453,17,64.4,71.7,53.9,4.7,0
S2454,15,59.0,29.5,85.6,6.7,1
S2455,15,61.4,43.2,72.7,5.4,1
S2456,16,51.8,60.3,99.2,2.4,1
S2457,18,52.3,62.6,59.4,3.9,1
S2458,16,64.3,45.2,56.3,3.8,1
S2459,17,74.2,61.6,63.3,4.8,1
S2460,15,51.0,49.3,81.5,5.9,1
S2461,15,47.0,54.1,60.6,5.8,0
S2462,15,69.2,72.3,66.5,1.4,1
S2463,17,59.5,70.7,66.2,7.1,1
S2464,17,72.5,44.0,65.5,5.5,1
S2465,16,46.4,43.2,57.2,7.8,0
S2466,16,33.3,52.2,63.4,5.9,0
S2467,16,52.0,57.6,62.8,7.2,0
S2468,18,48.5,48.8,64.9,5.9,1
S2469,15,58.8,72.6,76.3,7.7,1
S2470,15,50.4,62.9,86.1,6.0,1
S2471,16,71.1,63.7,54.9,4.8,1
S2472,15,55.7,40.3,60.3,9.5,1
S2473,16,62.3,74.3,55.1,6.8,1
S2474,18,62.4,18.5,67.2,6.1,1
S2475,18,62.9,69.7,58.5,2.4,0
S2476,17,59.6,71.1,67.9,2.4,1
S2477,18,67.7,51.9,78.2,5.6,1
S2478,16,48.1,75.8,34.7,5.3,1
S2479,18,81.0,57.1,70.9,3.8,1
S2480,17,56.5,58.9,59.5,5.3,1
S2481,15,40.3,62.8,70.5,8.2,0
S2482,16,62.8,100.0,54.2,6.4,0
S2483,15,47.2,76.8,79.4,2.7,1
S2484,17,70.0,67.8,76.0,4.8,1
S2485,17,93.1,45.2,71.8,3.4,1
S2486,17,48.2,60.0,74.5,4.2,1
S2487,15,65.0,46.6,56.1,4.2,1
S2488,15,33.7,69.5,57.6,4.0,1
S2489,15,66.8,60.0,74.0,2.5,1
S2490,15,46.7,42.3,55.8,4.7,1
S2491,17,50.6,59.1,82.3,3.9,0
S2492,17,43.5,46.1,61.1,0.0,0
S2493,16,71.0,60.1,71.0,9.1,1
S2494,16,75.1,46.0,90.2,7.2,0
S2495,15,60.4,58.4,56.5,4.2,0
S2496,18,47.0,68.5,65.8,5.0,1
S2497,18,83.8,57.3,77.7,2.7,1
S2498,17,48.7,52.5,76.4,8.4,1
S2499,17,27.6,60.8,61.1,8.8,0
S2500,17,66.9,67.8,58.8,5.3,1
S2501,16,43.4,42.5,62.2,7.0,0
S2502,16,74.8,61.6,82.4,5.4,1
S2503,17,54.3,76.4,61.7,2.3,1
S2504,17,69.1,66.0,65.9,4.2,1
S2505,17,81.0,58.8,59.9,5.3,1
S2506,18,41.9,67.0,73.5,4.1,1
S2507,16,51.5,64.3,66.9,4.6,1
S2508,18,58.9,68.6,53.0,4.8,1
S2509,18,83.1,29.7,53.4,4.8,1
S2510,17,50.1,36.3,41.0,5.1,0
S2511,17,51.1,72.1,55.0,2.9,1
S2512,15,67.2,36.9,74.5,3.6,1
S2513,15,51.3,63.6,80.9,2.4,1
S2514,18,62.3,53.1,73.2,7.0,0
S2515,16,36.7,44.1,71.7,0.8,0
S2516,17,93.2,62.9,63.5,7.3,1
S2517,17,39.8,60.8,74.3,7.8,1
S2518,18,55.2,87.5,68.4,4.4,1
S2519,15,59.5,49.3,86.7,0.0,0
S2520,16,88.7,78.2,63.8,4.3,1
S2521,15,40.1,62.9,81.1,4.9,1
S2522,15,89.8,48.7,75.5,3.0,1
S2523,15,71.4,69.2,73.8,4.0,1
S2524,15,66.3,65.9,40.9,8.1,1
S2525,17,45.2,58.5,76.2,6.3,0
S2526,17,68.6,61.7,63.5,3.2,1
S2527,15,49.1,49.6,59.7,1.8,1
S2528,16,79.0,46.4,47.2,4.3,1
S2529,18,45.4,68.6,64.9,4.6,0
S2530,16,58.3,54.9,65.4,6.0,1
S2531,16,51.7,56.9,49.4,3.9,1
S2532,16,45.2,61.9,47.3,6.0,0
S2533,15,71.1,61.7,70.8,8.9,0
S2534,17,68.0,38.0,75.5,6.6,1
S2535,16,78.1,76.0,67.3,4.9,1
S2536,15,33.3,59.7,78.8,4.6,1
S2537,16,76.0,55.2,64.0,4.3,0
S2538,16,97.6,64.0,64.3,7.4,1
S2539,15,53.2,61.3,54.0,3.7,1
S2540,17,88.4,68.7,46.3,5.1,1
S2541,17,56.1,65.5,87.3,5.1,1
S2542,18,39.4,68.0,78.6,4.0,1
S2543,15,55.4,76.9,48.3,2.3,0
S2544,18,75.7,70.4,66.9,5.6,1
S2545,18,47.4,55.8,63.8,4.9,0
S2546,18,51.0,42.3,61.7,6.0,1
S2547,17,68.9,81.3,60.1,3.9,0
S2548,15,60.0,54.7,69.6,7.4,1
S2549,18,68.8,51.4,74.8,3.2,1
S2550,15,63.6,33.7,69.8,8.4,0
S2551,15,67.2,62.7,63.6,1.5,1
S2552,17,53.5,60.1,63.1,5.9,1
S2553,18,63.5,36.8,76.2,6.0,1
S2554,18,46.1,64.3,70.6,3.4,1
S2555,15,79.3,51.0,65.9,5.8,1
S2556,16,50.5,95.7,64.6,7.6,1
S2557,17,76.9,50.0,69.1,0.6,1
S2558,17,56.5,51.9,59.4,6.0,0
S2559,17,63.0,45.8,74.9,0.0,0
S2560,17,52.6,75.9,52.1,3.1,1
S2561,18,44.8,52.8,60.1,8.3,1
S2562,18,33.8,47.9,72.3,3.8,1
S2563,16,44.2,67.9,51.4,2.7,1
S2564,17,55.1,38.7,46.1,4.6,1
S2565,17,63.2,66.8,65.8,9.1,1
S2566,15,75.2,82.9,44.6,1.3,1
S2567,18,53.3,65.9,49.4,2.9,1
S2568,17,46.8,66.9,74.1,8.0,1
S2569,16,38.4,70.2,62.5,8.7,0
S2570,16,67.2,81.9,80.4,4.8,1
S2571,18,80.7,74.9,50.5,2.5,1
S2572,16,79.0,64.2,63.9,9.2,1
S2573,16,70.6,70.7,69.8,8.2,1
S2574,18,69.6,45.6,51.0,6.4,1
S2575,17,85.5,68.9,77.4,3.4,1
S2576,17,65.0,43.9,71.1,4.9,1
S2577,16,69.7,52.9,45.7,4.7,1
S2578,16,55.2,14.8,64.5,5.7,1
S2579,17,39.6,63.6,69.6,7.9,0
S2580,18,49.7,49.0,57.9,6.8,0
S2581,16,59.9,73.6,47.2,2.8,1
S2582,15,60.9,63.5,68.3,7.8,1
S2583,18,88.9,73.7,91.5,5.6,1
S2584,16,61.2,42.8,60.4,6.4,1
S2585,16,77.7,72.5,83.8,7.9,1
S2586,15,53.5,87.5,56.0,2.8,1
S2587,15,55.3,68.7,67.6,4.9,0
S2588,17,40.1,69.1,74.3,3.9,0
S2589,18,48.9,60.4,64.9,1.9,1
S2590,18,67.9,50.7,61.4,5.7,1
S2591,17,60.1,68.7,73.7,10.0,1
S2592,18,74.1,36.9,87.7,1.3,1
S2593,18,62.7,52.2,68.6,4.9,1
S2594,18,54.7,33.2,58.8,6.3,0
S2595,18,92.2,48.1,62.7,5.2,1
S2596,18,58.6,67.0,95.2,4.8,1
S2597,15,77.4,65.1,66.6,2.4,1
S2598,18,54.0,58.7,57.9,5.5,0
S2599,15,70.6,60.4,51.3,3.5,0
S2600,18,73.9,31.6,43.1,0.6,0
S2601,17,63.1,52.8,69.4,7.4,1
S2602,16,24.7,48.5,72.9,6.9,0
S2603,15,60.3,48.8,60.2,5.1,0
S2604,18,78.5,66.4,64.8,5.5,1
S2605,17,67.9,46.0,51.0,7.1,1
S2606,16,66.7,49.5,66.6,5.4,1
S2607,15,34.2,28.8,70.8,6.8,0
S2608,16,49.2,53.9,58.6,4.4,1
S2609,17,66.2,42.8,85.3,7.6,1
S2610,15,66.2,59.1,55.0,5.6,1
S2611,16,78.2,44.7,68.4,5.4,1
S2612,18,57.8,59.5,75.2,2.5,1
S2613,15,66.1,56.0,64.1,5.6,1
S2614,16,60.2,81.4,62.7,3.3,1
S2615,17,45.2,65.0,47.9,3.7,0
S2616,17,26.2,32.2,81.3,3.4,0
S2617,15,66.5,40.3,63.0,2.9,1
S2618,16,62.6,58.8,71.4,9.2,1
S2619,15,50.7,45.0,73.1,7.7,0
S2620,15,35.7,16.4,57.5,8.8,0
S2621,16,69.4,76.9,62.6,2.6,1
S2622,16,56.0,68.1,81.0,5.1,1
S2623,18,68.4,65.3,51.6,2.4,1
S2624,16,88.0,49.5,90.5,3.6,1
S2625,17,27.9,64.0,56.1,3.2,0
S2626,15,49.5,48.1,50.8,7.5,0
S2627,15,56.9,60.9,66.6,4.2,1
S2628,17,81.8,45.1,91.5,7.1,1
S2629,16,35.5,79.2,42.1,6.2,1
S2630,17,89.0,36.0,63.3,9.6,0
S2631,17,62.0,75.3,70.7,2.0,1
S2632,18,58.6,58.5,65.4,7.5,1
S2633,17,57.0,51.1,69.6,7.3,1
S2634,15,53.5,60.3,56.4,3.1,0
S2635,17,75.7,68.3,57.8,7.0,1
S2636,15,44.0,77.1,63.2,5.7,1
S2637,15,65.2,62.4,51.4,4.5,1
S2638,15,54.2,45.5,64.5,3.4,0
S2639,16,48.6,58.8,60.3,3.6,1
S2640,18,98.8,83.4,59.4,9.1,0
S2641,15,66.3,76.9,68.8,5.0,1
S2642,15,69.2,70.7,43.2,6.6,1
S2643,16,77.1,69.1,62.3,3.4,1
S2644,15,38.7,67.8,92.8,3.4,1
S2645,17,86.3,74.2,52.0,7.2,1
S2646,17,22.4,51.6,80.4,2.3,1
S2647,18,48.5,39.0,65.7,4.2,0
S2648,15,53.1,59.0,57.8,5.1,0
S2649,16,68.7,46.6,49.2,5.2,1
S2650,17,63.3,43.2,66.7,4.6,0
S2651,16,57.5,47.9,82.4,5.8,1
S2652,16,59.8,92.8,60.3,6.4,1
S2653,17,45.3,59.9,64.0,6.5,1
S2654,16,37.5,63.1,77.1,3.0,0
S2655,17,70.9,40.9,69.1,4.4,1
S2656,16,70.4,32.2,46.1,7.4,1
S2657,17,83.8,46.5,66.2,6.8,1
S2658,15,48.1,78.1,83.1,2.3,1
S2659,18,70.4,62.7,64.6,5.7,1
S2660,17,55.7,66.4,32.1,1.0,1
S2661,17,77.9,68.3,69.7,5.1,1
S2662,18,75.3,49.7,62.6,8.8,1
S2663,17,63.2,77.4,43.1,3.1,1
S2664,17,54.9,49.1,44.8,3.3,1
S2665,16,74.4,77.7,76.7,6.5,0
S2666,18,69.7,64.2,56.2,1.9,1
S2667,15,49.7,33.0,54.1,3.7,0
S2668,17,40.1,47.5,64.6,6.2,0
S2669,18,55.7,33.0,57.3,3.7,0
S2670,16,82.7,74.3,66.2,4.5,1
S2671,15,77.2,57.7,62.6,6.5,1
S2672,18,43.3,26.8,50.6,5.8,0
S2673,15,42.5,63.3,58.9,5.5,1
S2674,15,79.1,50.5,70.3,4.3,1
S2675,15,43.0,37.2,65.5,5.7,0
S2676,17,67.6,81.5,64.0,4.8,0
S2677,17,50.8,59.5,88.2,5.9,1
S2678,16,84.3,53.9,73.8,4.0,1
S2679,16,48.4,52.4,75.2,4.6,1
S2680,18,77.2,36.8,63.0,3.0,1
S2681,16,62.8,39.7,67.6,4.9,1
S2682,15,63.8,76.0,59.8,3.4,1
S2683,15,30.4,51.4,74.3,2.8,0
S2684,17,27.0,58.3,63.7,5.5,0
S2685,15,56.7,29.4,67.7,5.4,0
S2686,18,63.7,39.5,66.9,6.6,1
S2687,15,43.1,66.5,64.8,4.1,1
S2688,15,43.7,63.3,100.0,5.8,0
S2689,18,68.4,82.5,57.0,6.1,1
S2690,16,68.4,76.8,56.9,5.9,1
S2691,16,57.9,54.8,73.3,3.3,1
S2692,18,71.7,64.6,57.9,5.3,0
S2693,17,42.4,53.6,61.5,5.7,1
S2694,15,54.7,86.8,52.0,5.0,1
S2695,18,84.7,74.1,70.9,0.8,1
S2696,15,61.0,60.4,71.1,5.3,1
S2697,17,61.9,60.8,61.2,9.4,0
S2698,15,94.6,78.2,73.6,4.3,1
S2699,18,39.0,66.1,42.7,3.5,1
S2700,15,71.9,79.8,56.5,5.7,1
S2701,16,85.0,27.3,63.0,5.6,0
S2702,17,55.1,64.5,50.9,7.4,1
S2703,17,72.9,50.8,44.0,2.5,0
S2704,17,45.3,82.6,61.3,6.5,1
S2705,18,49.7,79.6,73.3,6.2,0
S2706,17,65.8,58.5,80.4,4.7,0
S2707,16,72.0,79.5,58.4,5.7,1
S2708,18,76.8,83.0,73.8,7.1,1
S2709,16,83.5,59.0,72.6,6.7,1
S2710,15,59.0,92.6,79.6,2.7,1
S2711,15,77.9,57.6,60.8,6.6,1
S2712,15,54.9,55.0,43.4,4.9,1
S2713,15,73.5,70.1,65.8,5.1,1
S2714,16,63.1,53.0,52.8,5.1,1
S2715,18,66.7,59.2,56.3,4.7,1
S2716,18,66.4,77.7,61.4,7.4,0
S2717,17,35.9,58.3,60.9,4.8,0
S2718,16,43.1,34.3,66.7,2.8,1
S2719,15,61.5,63.1,73.4,4.2,1
S2720,16,34.7,48.3,60.6,5.4,0
S2721,17,72.5,70.1,69.7,7.5,1
S2722,17,73.1,67.7,65.2,6.2,1
S2723,16,64.9,78.6,76.2,3.3,1
S2724,16,43.2,70.7,62.7,10.0,0
S2725,16,80.7,73.3,64.1,5.5,1
S2726,18,90.6,48.6,60.5,7.6,1
S2727,15,62.2,69.3,63.1,4.7,1
S2728,16,67.7,85.6,55.6,6.1,1
S2729,16,63.0,48.4,54.4,6.7,1
S2730,16,68.0,83.2,74.3,7.4,1
S2731,17,58.2,50.3,52.0,7.1,0
S2732,17,59.5,46.1,61.2,6.7,1
S2733,18,73.6,62.1,77.2,4.4,1
S2734,15,95.2,68.0,60.8,3.9,1
S2735,18,39.0,70.8,74.9,5.7,1
S2736,15,58.4,44.5,57.9,6.9,0
S2737,17,42.3,64.1,52.4,4.6,1
S2738,17,83.9,48.4,45.9,7.1,1
S2739,17,51.2,37.2,80.8,7.9,0
S2740,18,38.4,45.0,51.4,3.2,1
